striker,format,matches,innings,runs,balls_faced,dismissals,dot_balls,fours,sixes,average,strike_rate,dot_pct,boundary_pct
CS Baugh,T20I,3,12,10,12,2,6,1,0,5.0,83.33,50.0,8.33
T Wuatai,T20I,4,30,10,29,2,23,1,0,5.0,34.48,79.31,3.45
T Yotharat,T20I,3,25,10,24,0,16,0,0,10.0,41.67,66.67,0.0
Acrey Hugo,T20I,2,13,10,12,0,6,1,0,10.0,83.33,50.0,8.33
DKJ Claude,T20I,5,33,10,32,6,26,1,0,1.67,31.25,81.25,3.12
RK Bhui,IPL,4,27,10,26,4,18,0,0,2.5,38.46,69.23,0.0
SL Perera,T20I,2,24,10,23,2,15,0,0,5.0,43.48,65.22,0.0
Kabir Ali,Test,1,28,10,28,2,23,1,0,5.0,35.71,82.14,3.57
KS Gautam,T20I,1,8,10,8,1,3,0,1,10.0,125.0,37.5,12.5
JM Mennie,Test,1,24,10,24,2,21,2,0,5.0,41.67,87.5,8.33
TR Ambrose,ODI,5,34,10,34,4,26,0,0,2.5,29.41,76.47,0.0
Roopa Nagraj,T20I,2,20,10,18,2,12,1,0,5.0,55.56,66.67,5.56
P Raho,T20I,2,7,10,6,0,2,0,1,10.0,166.67,33.33,16.67
N Nojic,T20I,6,25,10,24,5,15,1,0,2.0,41.67,62.5,4.17
Ashish Bam,T20I,3,8,10,7,1,2,1,0,10.0,142.86,28.57,14.29
Ashar Abbas,T20I,3,18,10,16,2,9,0,0,5.0,62.5,56.25,0.0
MS Kanchingwe,ODI,1,20,10,19,1,12,1,0,10.0,52.63,63.16,5.26
RO Hussain,ODI,1,20,10,20,0,14,1,0,10.0,50.0,70.0,5.0
CJ McKay,Test,1,15,10,15,1,10,1,0,10.0,66.67,66.67,6.67
AG Murtaza,IPL,3,14,10,14,1,7,1,0,10.0,71.43,50.0,7.14
SR Tendulkar,T20I,1,13,10,12,1,8,2,0,10.0,83.33,66.67,16.67
M Prasidh Krishna,Test,6,65,10,65,6,57,0,0,1.67,15.38,87.69,0.0
J Shaju,T20I,7,30,10,29,4,20,0,0,2.5,34.48,68.97,0.0
Sameen Gul,PSL,3,17,10,17,0,11,1,0,10.0,58.82,64.71,5.88
Salman Nazar,T20I,1,9,10,9,1,3,1,0,10.0,111.11,33.33,11.11
Muzahir Raza,ODI,1,7,10,7,1,3,2,0,10.0,142.86,42.86,28.57
KN Singh,T20I,1,10,10,10,0,2,0,0,10.0,100.0,20.0,0.0
D Traore,T20I,2,23,10,21,3,15,1,0,3.33,47.62,71.43,4.76
L Basson,T20I,1,15,10,15,0,8,1,0,10.0,66.67,53.33,6.67
J Pakeman,T20I,2,27,10,24,2,17,1,0,5.0,41.67,70.83,4.17
M Ribeiro,T20I,8,49,10,48,7,40,0,0,1.43,20.83,83.33,0.0
N Pradeep,T20I,4,15,10,15,1,9,1,0,10.0,66.67,60.0,6.67
NM Sheikh,ODI,1,34,10,34,1,24,0,0,10.0,29.41,70.59,0.0
HK Bennett,ODI,5,35,10,35,2,25,0,0,5.0,28.57,71.43,0.0
MA Tsemane,T20I,10,60,10,57,7,46,0,0,1.43,17.54,80.7,0.0
P Bhandari,T20I,6,57,10,46,6,35,0,0,1.67,21.74,76.09,0.0
W Jaffer,ODI,2,23,10,23,2,20,2,0,5.0,43.48,86.96,8.7
Vraj Patel,T20I,6,17,10,16,2,9,0,0,5.0,62.5,56.25,0.0
Vaishnavi Sharma,ODI,1,5,10,5,0,2,2,0,10.0,200.0,40.0,40.0
C Madande,Test,1,31,10,31,2,26,1,0,5.0,32.26,83.87,3.23
RH Candy,ODI,2,13,10,12,0,4,0,0,10.0,83.33,33.33,0.0
MA Aponso,ODI,7,45,10,45,3,37,0,0,3.33,22.22,82.22,0.0
T Shamsi,T20I,13,28,10,27,5,19,0,0,2.0,37.04,70.37,0.0
Haliam Kwon,T20I,4,33,10,29,3,20,0,0,3.33,34.48,68.97,0.0
G Fernando,T20I,5,64,10,60,4,50,0,0,2.5,16.67,83.33,0.0
BA Parchment,T20I,1,6,10,6,1,4,1,1,10.0,166.67,66.67,33.33
BB Sran,IPL,7,14,10,14,1,5,0,0,10.0,71.43,35.71,0.0
Surya Tamang,ODI,1,33,10,32,0,23,0,0,10.0,31.25,71.88,0.0
MCR Mohedano,T20I,2,54,10,41,2,26,1,0,5.0,24.39,63.41,2.44
LJ Leokaoke,T20I,3,35,10,30,3,22,0,0,3.33,33.33,73.33,0.0
LK Sharma,T20I,1,14,10,14,1,10,2,0,10.0,71.43,71.43,14.29
JW Ogle-Thomas,ODI,2,17,10,17,2,12,1,0,5.0,58.82,70.59,5.88
AC Evans,T20I,7,15,10,14,6,9,1,0,1.67,71.43,64.29,7.14
A Martin,ODI,5,29,10,29,1,19,0,0,10.0,34.48,65.52,0.0
V Mwansa,T20I,4,109,10,96,3,87,0,0,3.33,10.42,90.62,0.0
B Ercegovcevic,T20I,3,9,10,9,2,5,2,0,5.0,111.11,55.56,22.22
KK Cooper,PSL,3,12,10,11,2,4,1,0,5.0,90.91,36.36,9.09
Pooja Kumari,T20I,2,39,10,35,2,27,1,0,5.0,28.57,77.14,2.86
M Hayward,Test,1,18,10,18,1,15,2,0,10.0,55.56,83.33,11.11
D Pretorius,PSL,1,3,10,3,0,0,2,0,10.0,333.33,0.0,66.67
D Ferreira,ODI,2,22,10,22,2,15,1,0,5.0,45.45,68.18,4.55
Khurram Chohan,T20I,2,10,10,10,2,4,1,0,5.0,100.0,40.0,10.0
SMSM Senanayake,IPL,4,17,10,17,1,7,0,0,10.0,58.82,41.18,0.0
PP Ojha,T20I,1,6,10,6,0,2,0,1,10.0,166.67,33.33,16.67
RS Vandort,ODI,3,17,10,17,2,13,2,0,5.0,58.82,76.47,11.76
N Burger,T20I,3,21,10,21,3,12,0,0,3.33,47.62,57.14,0.0
GD Drummond,ODI,1,9,10,9,0,2,1,0,10.0,111.11,22.22,11.11
D du Preez,IPL,1,13,10,13,1,5,0,0,10.0,76.92,38.46,0.0
S Gantulga,T20I,6,55,10,52,6,45,1,0,1.67,19.23,86.54,1.92
S Iushchenko,T20I,3,40,10,39,2,32,1,0,5.0,25.64,82.05,2.56
T Piakura,T20I,1,12,10,10,1,6,2,0,10.0,100.0,60.0,20.0
J Ghelzai,T20I,3,9,10,9,3,6,0,1,3.33,111.11,66.67,11.11
H Beresford-Peirse,T20I,2,15,10,13,2,5,0,0,5.0,76.92,38.46,0.0
R Cunningham,T20I,2,14,10,13,0,6,0,0,10.0,76.92,46.15,0.0
Asma Shifa,T20I,7,56,10,40,6,31,0,0,1.67,25.0,77.5,0.0
Nawaf Ahmed,T20I,3,10,10,9,1,7,1,1,10.0,111.11,77.78,22.22
Ansh Tandon,ODI,1,18,10,18,1,11,1,0,10.0,55.56,61.11,5.56
MI Shakim,T20I,3,6,10,6,2,3,2,0,5.0,166.67,50.0,33.33
TD Paine,IPL,2,29,10,26,2,16,0,0,5.0,38.46,61.54,0.0
Sajid Khan,T20I,5,32,10,27,3,18,0,0,3.33,37.04,66.67,0.0
S Murari,T20I,7,17,10,17,5,12,0,1,2.0,58.82,70.59,5.88
F Bulpitt,T20I,2,22,10,22,2,13,0,0,5.0,45.45,59.09,0.0
SG Satghare,Test,1,56,10,56,2,50,1,0,5.0,17.86,89.29,1.79
B Casson,Test,1,44,10,44,1,38,1,0,10.0,22.73,86.36,2.27
B Geeves,ODI,1,11,10,11,0,6,1,0,10.0,90.91,54.55,9.09
KTH Ratnayake,Test,2,27,10,27,2,23,0,1,5.0,37.04,85.19,3.7
S Srikanth,T20I,1,6,10,6,1,2,2,0,10.0,166.67,33.33,33.33
B Pondani,T20I,7,22,10,19,2,10,0,0,5.0,52.63,52.63,0.0
J Theron,IPL,4,13,10,12,2,5,1,0,5.0,83.33,41.67,8.33
M Pathirana,ODI,5,33,10,33,4,29,2,0,2.5,30.3,87.88,6.06
Umair Ali,ODI,1,11,10,11,1,7,0,1,10.0,90.91,63.64,9.09
AAP Atkinson,T20I,2,23,10,23,1,13,0,0,10.0,43.48,56.52,0.0
Milad Momend,T20I,8,38,10,36,5,29,1,0,2.0,27.78,80.56,2.78
Pankaj Singh,Test,2,20,10,20,3,16,2,0,3.33,50.0,80.0,10.0
SD Bahadur,T20I,1,7,10,6,1,2,2,0,10.0,166.67,33.33,33.33
G Cupido,T20I,3,11,10,11,2,7,0,1,5.0,90.91,63.64,9.09
NP Kenjige,T20I,8,21,10,21,5,12,0,0,2.0,47.62,57.14,0.0
M Jevdjenovic,T20I,2,25,10,20,2,12,0,0,5.0,50.0,60.0,0.0
Shujaat Rasool,T20I,1,10,10,10,1,6,2,0,10.0,100.0,60.0,20.0
Simarjeet Singh,IPL,6,15,10,15,3,7,0,0,3.33,66.67,46.67,0.0
DPMD Jayawardene,PSL,1,8,10,8,1,3,1,0,10.0,125.0,37.5,12.5
Akif Javed,ODI,3,14,10,14,2,10,2,0,5.0,71.43,71.43,14.29
Uzair Amir,T20I,2,16,10,14,2,4,0,0,5.0,71.43,28.57,0.0
PUKK Arachchige,T20I,3,25,10,24,3,15,0,0,3.33,41.67,62.5,0.0
PT Collins,Test,4,66,10,66,6,57,0,0,1.67,15.15,86.36,0.0
GC Tonge,ODI,3,16,10,16,1,9,1,0,10.0,62.5,56.25,6.25
X Thalaivan Sargunam,IPL,1,17,10,17,1,9,0,0,10.0,58.82,52.94,0.0
Mukesh Kumar,ODI,2,17,10,16,1,12,2,0,10.0,62.5,75.0,12.5
Hor Siv na,T20I,7,56,10,52,6,43,0,0,1.67,19.23,82.69,0.0
A Ndlovu,T20I,3,13,10,13,2,6,1,0,5.0,76.92,46.15,7.69
SHA Rance,T20I,3,21,10,21,3,14,0,0,3.33,47.62,66.67,0.0
N Toleva,T20I,9,105,9,82,6,72,0,0,1.5,10.98,87.8,0.0
NA Janes,T20I,2,11,9,11,2,5,1,0,4.5,81.82,45.45,9.09
Iftikhar Kankhel,T20I,4,14,9,13,2,8,1,0,4.5,69.23,61.54,7.69
SJ Cameron,ODI,2,13,9,13,1,6,0,0,9.0,69.23,46.15,0.0
BJ Davidson,T20I,3,23,9,21,3,13,1,0,3.0,42.86,61.9,4.76
Iftikhar Anjum,Test,1,39,9,39,2,36,2,0,4.5,23.08,92.31,5.13
R McLaren,T20I,4,13,9,13,1,6,0,0,9.0,69.23,46.15,0.0
S Rukmal,T20I,5,20,9,20,2,17,2,0,4.5,45.0,85.0,10.0
JT Brassell,T20I,5,14,9,13,1,7,1,0,9.0,69.23,53.85,7.69
YM Nkanya,T20I,12,32,9,32,6,24,0,0,1.5,28.12,75.0,0.0
ST Eyyunni,T20I,3,25,9,25,1,18,0,0,9.0,36.0,72.0,0.0
JS Patel,T20I,3,14,9,14,3,10,1,0,3.0,64.29,71.43,7.14
RW Hartley,T20I,3,21,9,21,1,13,0,0,9.0,42.86,61.9,0.0
M Madara,T20I,4,14,9,13,0,4,0,0,9.0,69.23,30.77,0.0
M Pathirana,T20I,9,21,9,21,5,15,1,0,1.8,42.86,71.43,4.76
M Prasidh Krishna,IPL,7,24,9,24,2,15,0,0,4.5,37.5,62.5,0.0
Tenzin Wangchuk jnr,T20I,2,18,9,17,2,14,2,0,4.5,52.94,82.35,11.76
MW Jones,ODI,1,5,9,5,0,1,0,1,9.0,180.0,20.0,20.0
O Thomas,T20I,6,16,9,15,4,12,2,0,2.25,60.0,80.0,13.33
S Kakai,T20I,3,17,9,15,3,10,1,0,3.0,60.0,66.67,6.67
L Klokgieters,T20I,2,17,9,17,2,11,1,0,4.5,52.94,64.71,5.88
Ouen Sophy,T20I,4,81,9,69,4,63,1,0,2.25,13.04,91.3,1.45
H Isorena,T20I,2,22,9,21,3,16,1,0,3.0,42.86,76.19,4.76
Zahid Hussain,ODI,2,31,9,31,1,25,1,0,9.0,29.03,80.65,3.23
Zahid Mahmood,ODI,2,12,9,10,0,6,0,1,9.0,90.0,60.0,10.0
CE Taylor,Test,1,33,9,33,0,28,1,0,9.0,27.27,84.85,3.03
Ehsan Nawaz,T20I,2,6,9,6,1,3,2,0,9.0,150.0,50.0,33.33
Babar Ali,T20I,3,20,9,19,3,11,0,0,3.0,47.37,57.89,0.0
A Kapoor,T20I,1,4,9,4,0,0,1,0,9.0,225.0,0.0,25.0
S Varathappan,T20I,1,11,9,10,1,7,2,0,9.0,90.0,70.0,20.0
Sangita Rai,T20I,3,38,9,37,3,28,0,0,3.0,24.32,75.68,0.0
Sanjay Kumar,T20I,2,7,9,7,1,1,1,0,9.0,128.57,14.29,14.29
Muhammad Musa,ODI,1,3,9,3,0,0,2,0,9.0,300.0,0.0,66.67
O Shields,Test,2,13,9,13,3,10,2,0,3.0,69.23,76.92,15.38
Ethan D'Souza,ODI,2,21,9,19,2,13,1,0,4.5,47.37,68.42,5.26
WKD Perkins,T20I,1,12,9,11,1,5,1,0,9.0,81.82,45.45,9.09
T Amresh,T20I,2,10,9,9,2,6,0,1,4.5,100.0,66.67,11.11
D Hazell,Test,2,78,9,78,2,70,0,0,4.5,11.54,89.74,0.0
FDM Devonshire,ODI,1,6,9,6,1,1,1,0,9.0,150.0,16.67,16.67
N Mamba,T20I,9,43,9,37,9,30,0,0,1.0,24.32,81.08,0.0
Anam Mollik,T20I,1,10,9,10,2,4,1,0,4.5,90.0,40.0,10.0
C Mangulama,T20I,5,30,9,28,5,19,0,0,1.8,32.14,67.86,0.0
CJ Ana,T20I,3,26,9,23,3,16,1,0,3.0,39.13,69.57,4.35
TR Sadhu,ODI,3,26,9,24,3,17,0,0,3.0,37.5,70.83,0.0
H Sawaneh,T20I,3,14,9,14,2,8,1,0,4.5,64.29,57.14,7.14
H Shah,ODI,2,25,9,25,2,19,1,0,4.5,36.0,76.0,4.0
JQK Moala,T20I,4,21,9,21,4,12,0,0,2.25,42.86,57.14,0.0
C Pavely,T20I,2,8,9,8,2,3,1,0,4.5,112.5,37.5,12.5
GY Prastama,T20I,3,13,9,13,1,6,0,0,9.0,69.23,46.15,0.0
K Lake,T20I,1,8,9,8,1,2,0,0,9.0,112.5,25.0,0.0
Salman Mirza,T20I,4,8,9,8,2,3,1,0,4.5,112.5,37.5,12.5
Mohammad Mohsin,T20I,3,11,9,11,2,5,1,0,4.5,81.82,45.45,9.09
AN Hyobeom,T20I,3,17,9,17,3,12,1,0,3.0,52.94,70.59,5.88
Yadwinder Singh,T20I,1,15,9,13,0,8,1,0,9.0,69.23,61.54,7.69
A Dalzell,T20I,1,7,9,7,1,1,1,0,9.0,128.57,14.29,14.29
FC Muniz,T20I,3,27,9,26,3,18,0,0,3.0,34.62,69.23,0.0
Ahmed Safi Abdullah,PSL,2,13,9,13,0,8,1,0,9.0,69.23,61.54,7.69
TNM Soleh,T20I,1,24,9,21,1,12,0,0,9.0,42.86,57.14,0.0
Nabi Gul,PSL,1,12,9,12,1,4,0,0,9.0,75.0,33.33,0.0
BE Hendricks,Test,1,19,9,18,0,13,1,0,9.0,50.0,72.22,5.56
KL George,ODI,1,19,9,19,1,13,1,0,9.0,47.37,68.42,5.26
D Hardware,T20I,2,27,9,24,1,17,0,0,9.0,37.5,70.83,0.0
Lee Kangmin,T20I,3,12,9,12,1,6,1,0,9.0,75.0,50.0,8.33
Suabika Manivannan,T20I,4,24,9,24,2,17,0,0,4.5,37.5,70.83,0.0
N Jagadish,T20I,4,30,9,28,1,21,1,0,9.0,32.14,75.0,3.57
N Kakor,T20I,4,11,9,11,1,5,1,0,9.0,81.82,45.45,9.09
Rashid Zia,ODI,2,58,9,57,2,54,2,0,4.5,15.79,94.74,3.51
RR Joshi,T20I,2,9,9,8,2,4,0,1,4.5,112.5,50.0,12.5
RAJ Smith,T20I,1,7,9,7,0,3,1,0,9.0,128.57,42.86,14.29
I van der Woning,T20I,6,13,9,12,4,7,0,0,2.25,75.0,58.33,0.0
Lovepreet Singh,ODI,2,26,9,25,2,20,1,0,4.5,36.0,80.0,4.0
VJ Kingma,T20I,5,17,9,17,2,9,0,0,4.5,52.94,52.94,0.0
J Hull,Test,1,16,9,16,1,13,0,1,9.0,56.25,81.25,6.25
Danish Kaneria,ODI,5,15,9,15,2,9,1,0,4.5,60.0,60.0,6.67
M de Lange,PSL,3,12,9,12,1,5,0,0,9.0,75.0,41.67,0.0
M de Lange,Test,1,19,9,19,2,16,2,0,4.5,47.37,84.21,10.53
RJ Campbell,T20I,2,23,9,23,2,17,1,0,4.5,39.13,73.91,4.35
VB van Jaarsveld,ODI,2,16,9,15,1,8,0,0,9.0,60.0,53.33,0.0
Itibarshah Deedar,T20I,2,11,9,11,0,6,1,0,9.0,81.82,54.55,9.09
A Wellington,T20I,2,10,9,10,1,4,1,0,9.0,90.0,40.0,10.0
F Kasteni,ODI,2,24,9,24,2,18,0,0,4.5,37.5,75.0,0.0
Mariam Hasan,T20I,2,12,9,12,2,5,0,0,4.5,75.0,41.67,0.0
Utkarsh Srivastava,T20I,1,8,9,8,1,3,1,0,9.0,112.5,37.5,12.5
PWA Mulder,IPL,1,12,9,11,1,5,1,0,9.0,81.82,45.45,9.09
RJ Quiney,Test,2,22,9,22,3,18,1,0,3.0,40.91,81.82,4.55
CJ Dias,T20I,6,27,9,23,2,17,1,0,4.5,39.13,73.91,4.35
Purvi Kumari,T20I,2,30,9,25,0,20,0,0,9.0,36.0,80.0,0.0
A Poulose,T20I,3,16,9,14,3,11,2,0,3.0,64.29,78.57,14.29
SM Boland,ODI,4,22,9,22,2,14,0,0,4.5,40.91,63.64,0.0
Mohammad Asif,T20I,2,3,9,3,0,0,2,0,9.0,300.0,0.0,66.67
Shivani Sati,T20I,5,37,9,30,4,22,0,0,2.25,30.0,73.33,0.0
Bhargav Narasimha,T20I,2,18,9,17,2,8,0,0,4.5,52.94,47.06,0.0
S Banamali,T20I,2,15,9,15,1,8,0,0,9.0,60.0,53.33,0.0
Amaya Rajapaksha,T20I,3,22,9,21,2,15,1,0,4.5,42.86,71.43,4.76
L Anyait,T20I,8,23,9,19,3,13,0,0,3.0,47.37,68.42,0.0
B Stanlake,T20I,2,13,9,12,1,8,0,1,9.0,75.0,66.67,8.33
A Ndlovu,Test,2,40,9,40,4,37,2,0,2.25,22.5,92.5,5.0
MW Jones,T20I,1,6,9,6,1,3,0,1,9.0,150.0,50.0,16.67
SMK Waththage,T20I,3,16,9,16,1,9,0,0,9.0,56.25,56.25,0.0
KE Broadmore,ODI,2,34,9,34,2,28,1,0,4.5,26.47,82.35,2.94
SG Diaby,T20I,3,17,9,15,2,8,0,0,4.5,60.0,53.33,0.0
J Nyirankundineza,T20I,5,16,9,15,2,10,1,0,4.5,60.0,66.67,6.67
KK Tillett,T20I,2,20,9,19,2,14,1,0,4.5,47.37,73.68,5.26
SM Harwood,IPL,2,14,9,14,0,7,0,0,9.0,64.29,50.0,0.0
AR Perez Rivero,T20I,1,10,9,10,1,3,0,0,9.0,90.0,30.0,0.0
V Khanduri,T20I,3,21,9,20,2,14,0,0,4.5,45.0,70.0,0.0
Mohammad Abrar,T20I,2,16,9,16,1,10,1,0,9.0,56.25,62.5,6.25
KN Peiris,Test,2,40,9,40,3,34,1,0,3.0,22.5,85.0,2.5
L Wood,IPL,1,3,9,3,0,0,0,1,9.0,300.0,0.0,33.33
R Smith,T20I,6,38,9,37,4,31,0,0,2.25,24.32,83.78,0.0
Ibrahim Kursad Dalyan,T20I,3,15,9,14,1,8,1,0,9.0,64.29,57.14,7.14
E Miller,T20I,1,7,9,6,1,3,2,0,9.0,150.0,50.0,33.33
PS Punia,T20I,3,17,9,17,3,12,1,0,3.0,52.94,70.59,5.88
A Meyenborg,T20I,5,42,9,38,1,29,0,0,9.0,23.68,76.32,0.0
Aziz Sualley,T20I,5,17,9,17,3,11,1,0,3.0,52.94,64.71,5.88
Renuka Singh,Test,2,16,9,16,2,13,2,0,4.5,56.25,81.25,12.5
M Enkhzul,T20I,8,37,9,33,5,25,0,0,1.8,27.27,75.76,0.0
Ravinder Singh,T20I,1,19,9,19,1,11,0,0,9.0,47.37,57.89,0.0
D Murphy,ODI,2,28,9,28,2,21,0,0,4.5,32.14,75.0,0.0
AA Kulkarni,IPL,2,8,9,8,2,5,2,0,4.5,112.5,62.5,25.0
AA Noffke,IPL,1,12,9,10,1,4,1,0,9.0,90.0,40.0,10.0
I Edwards,T20I,5,34,9,30,2,22,0,0,4.5,30.0,73.33,0.0
Marufa Akter,T20I,9,28,9,28,5,19,0,0,1.8,32.14,67.86,0.0
HR Johnson,ODI,2,21,9,20,1,14,0,0,9.0,45.0,70.0,0.0
HRA Rainey,T20I,9,35,9,35,5,26,0,0,1.8,25.71,74.29,0.0
HL Ferling,ODI,4,23,9,23,2,17,1,0,4.5,39.13,73.91,4.35
FA Sargent,T20I,1,10,9,10,0,3,0,0,9.0,90.0,30.0,0.0
Zuhair Muhammad,T20I,3,28,9,26,2,17,0,0,4.5,34.62,65.38,0.0
Faisal Akram,PSL,3,12,9,10,1,5,1,0,9.0,90.0,50.0,10.0
Faisal Athar,ODI,1,39,9,38,1,30,1,0,9.0,23.68,78.95,2.63
Ali Majid,PSL,1,8,9,8,0,5,2,0,9.0,112.5,62.5,25.0
Humayun Kabir,T20I,2,19,9,16,2,9,0,0,4.5,56.25,56.25,0.0
Safvan Patel,T20I,1,13,9,12,1,4,0,0,9.0,75.0,33.33,0.0
KR Jha,T20I,5,32,8,30,5,22,0,0,1.6,26.67,73.33,0.0
ATS Silva,T20I,3,22,8,22,2,14,0,0,4.0,36.36,63.64,0.0
KT Maphaka,IPL,1,3,8,2,0,0,2,0,8.0,400.0,0.0,100.0
SH Johnson,IPL,5,11,8,11,0,6,1,0,8.0,72.73,54.55,9.09
R Edwards,T20I,3,21,8,21,2,13,0,0,4.0,38.1,61.9,0.0
J Andrew,ODI,2,13,8,12,2,9,0,1,4.0,66.67,75.0,8.33
CA Reid,ODI,2,18,8,17,2,13,1,0,4.0,47.06,76.47,5.88
TM Faimalo,T20I,3,35,8,33,1,24,0,0,8.0,24.24,72.73,0.0
TM Srivastava,IPL,3,11,8,11,1,5,0,0,8.0,72.73,45.45,0.0
J Campbell,ODI,2,15,8,15,1,7,0,0,8.0,53.33,46.67,0.0
Charanjeet Singh,T20I,1,9,8,9,0,4,1,0,8.0,88.89,44.44,11.11
S Randiv,T20I,2,6,8,6,2,2,1,0,4.0,133.33,33.33,16.67
Nilusha Waruwangodage,T20I,2,17,8,14,1,9,1,0,8.0,57.14,64.29,7.14
Xie Kunkun,T20I,4,42,8,36,4,30,0,0,2.0,22.22,83.33,0.0
BP Kruger,ODI,1,12,8,12,1,7,1,0,8.0,66.67,58.33,8.33
AM Blignaut,T20I,1,9,8,8,1,3,1,0,8.0,100.0,37.5,12.5
Nazmul Islam,T20I,2,11,8,10,1,5,1,0,8.0,80.0,50.0,10.0
Nazwan Ismail,T20I,5,20,8,20,1,13,0,0,8.0,40.0,65.0,0.0
L Shetty,ODI,1,28,8,27,1,22,1,0,8.0,29.63,81.48,3.7
K Chigora,T20I,4,12,8,12,3,7,0,0,2.67,66.67,58.33,0.0
K Dasan,T20I,3,14,8,13,3,6,0,0,2.67,61.54,46.15,0.0
S Prasanna,PSL,1,9,8,8,1,5,0,1,8.0,100.0,62.5,12.5
Nimra Ghazanfar,T20I,5,34,8,31,5,22,0,0,1.6,25.81,70.97,0.0
Nonoha Yasumoto,T20I,4,26,8,24,3,20,1,0,2.67,33.33,83.33,4.17
S Simpson,T20I,1,9,8,9,0,4,1,0,8.0,88.89,44.44,11.11
K Jack,T20I,2,14,8,13,2,7,0,0,4.0,61.54,53.85,0.0
Nazmul Hossain,Test,1,12,8,12,0,9,0,1,8.0,66.67,75.0,8.33
A Dhingra,T20I,5,8,8,8,2,3,1,0,4.0,100.0,37.5,12.5
L Ufitinema,T20I,1,16,8,15,0,11,1,0,8.0,53.33,73.33,6.67
Abhilasha Singh,T20I,2,25,8,21,2,17,1,0,4.0,38.1,80.95,4.76
T Tumursukh,T20I,8,39,8,37,6,31,0,0,1.33,21.62,83.78,0.0
J Batinibulu,T20I,3,18,8,18,3,10,0,0,2.67,44.44,55.56,0.0
MNK Fernando,T20I,2,12,8,12,2,6,0,0,4.0,66.67,50.0,0.0
KV Jain,T20I,2,14,8,14,2,6,0,0,4.0,57.14,42.86,0.0
KV Sharma,Test,1,28,8,28,1,23,0,0,8.0,28.57,82.14,0.0
N Shree Charani,T20I,3,7,8,6,1,3,0,1,8.0,133.33,50.0,16.67
Zahid Zadran,T20I,3,11,8,11,3,6,0,0,2.67,72.73,54.55,0.0
T Shanmugam,T20I,1,10,8,10,0,5,0,0,8.0,80.0,50.0,0.0
MC Alex,T20I,5,27,8,25,4,20,1,0,2.0,32.0,80.0,4.0
T Ritawa,T20I,3,10,8,10,3,5,1,0,2.67,80.0,50.0,10.0
E Isaneez,T20I,2,13,8,13,0,5,0,0,8.0,61.54,38.46,0.0
RH Scholte,ODI,2,31,8,31,2,22,0,0,4.0,25.81,70.97,0.0
James Bracey,Test,2,27,8,27,3,23,1,0,2.67,29.63,85.19,3.7
K Kekez,T20I,3,20,8,19,2,14,1,0,4.0,42.11,73.68,5.26
Mrittunjoy Chowdhury,ODI,1,11,8,11,2,5,0,0,4.0,72.73,45.45,0.0
A Gunasekar,T20I,3,40,8,40,2,36,1,0,4.0,20.0,90.0,2.5
Jaskaran Singh,IPL,4,11,8,11,2,5,0,0,4.0,72.73,45.45,0.0
Salman Mirza,PSL,2,9,8,9,1,5,1,0,8.0,88.89,55.56,11.11
GM Muthui,T20I,3,13,8,13,1,7,0,0,8.0,61.54,53.85,0.0
F Hand,Test,1,41,8,41,2,33,0,0,4.0,19.51,80.49,0.0
Nurilyaa Natasya,T20I,3,22,8,22,2,15,0,0,4.0,36.36,68.18,0.0
H Davids,ODI,2,25,8,24,2,18,0,0,4.0,33.33,75.0,0.0
H Dhaliwal,T20I,5,40,8,38,5,30,0,0,1.6,21.05,78.95,0.0
Enamul Haque jnr,ODI,3,16,8,16,3,9,0,0,2.67,50.0,56.25,0.0
OC McCoy,IPL,1,5,8,5,0,2,0,1,8.0,160.0,40.0,20.0
OF Rios,T20I,3,39,8,33,3,21,0,0,2.67,24.24,63.64,0.0
S Kalavitigoda,Test,1,55,8,54,2,50,1,0,4.0,14.81,92.59,1.85
LK Bennett,T20I,3,14,8,12,1,8,1,0,8.0,66.67,66.67,8.33
IH Romaine,T20I,1,12,8,12,1,4,0,0,8.0,66.67,33.33,0.0
TS Mills,IPL,5,14,8,14,4,11,0,1,2.0,57.14,78.57,7.14
TS Mills,T20I,4,14,8,12,3,9,0,1,2.67,66.67,75.0,8.33
RK Kiseto,T20I,4,22,8,21,4,14,0,0,2.0,38.1,66.67,0.0
T Mayes,ODI,1,5,8,5,0,1,1,0,8.0,160.0,20.0,20.0
R Avdylaj,T20I,5,63,8,56,4,48,0,0,2.0,14.29,85.71,0.0
CJ Dala,ODI,2,6,8,6,1,2,1,0,8.0,133.33,33.33,16.67
I Sharma,T20I,3,9,8,9,1,4,1,0,8.0,88.89,44.44,11.11
J Kariko,ODI,2,12,8,12,2,10,2,0,4.0,66.67,83.33,16.67
Ashar Zaidi,PSL,2,16,8,16,1,8,0,0,8.0,50.0,50.0,0.0
SM Arooja,T20I,2,24,8,21,2,13,0,0,4.0,38.1,61.9,0.0
Karan Singh,T20I,2,10,8,10,2,5,1,0,4.0,80.0,50.0,10.0
KK Ahmed,ODI,2,17,8,16,2,11,1,0,4.0,50.0,68.75,6.25
LR Naylor,T20I,2,13,8,13,2,5,0,0,4.0,61.54,38.46,0.0
S Hector,T20I,2,15,8,15,2,10,1,0,4.0,53.33,66.67,6.67
S Vaz,T20I,2,13,8,11,1,4,0,0,8.0,72.73,36.36,0.0
K McKenna,T20I,2,26,8,26,2,19,0,0,4.0,30.77,73.08,0.0
