bowler,year,format,balls,runs_given,wickets,matches,dot_balls,economy,average,strike_rate
RL Powell,2005,ODI,6,10,0,1,1,10.0,10.0,6.0
RLB Rambukwella,2013,T20I,24,19,1,1,9,4.75,19.0,24.0
RLB Rambukwella,2016,T20I,15,27,0,1,3,10.8,27.0,15.0
RM D'Souza,2025,T20I,6,15,0,1,1,15.0,15.0,6.0
RM Dorji,2024,T20I,216,289,12,14,74,8.03,24.08,18.0
RM Dorji,2025,T20I,51,79,2,4,15,9.29,39.5,25.5
RM Dorji,2026,T20I,30,50,2,2,11,10.0,25.0,15.0
RM Farrell,2009,ODI,12,11,0,1,8,5.5,11.0,12.0
RM Farrell,2009,T20I,48,48,3,2,23,6.0,16.0,16.0
RM Farrell,2009,Test,222,40,3,1,203,1.08,13.33,74.0
RM Farrell,2010,T20I,60,74,1,3,27,7.4,74.0,60.0
RM Farrell,2011,Test,205,58,7,1,171,1.7,8.29,29.29
RM Farrell,2014,ODI,365,277,7,8,219,4.55,39.57,52.14
RM Farrell,2014,T20I,265,241,19,12,113,5.46,12.68,13.95
RM Farrell,2015,ODI,54,29,0,1,34,3.22,29.0,54.0
RM Farrell,2015,T20I,91,58,9,4,62,3.82,6.44,10.11
RM Farrell,2016,ODI,132,99,4,4,79,4.5,24.75,33.0
RM Farrell,2016,T20I,156,170,8,8,55,6.54,21.25,19.5
RM Farrell,2017,ODI,60,69,2,1,23,6.9,34.5,30.0
RM Haq,2007,ODI,191,181,8,5,86,5.69,22.62,23.88
RM Haq,2007,T20I,24,49,2,1,6,12.25,24.5,12.0
RM Haq,2008,ODI,24,23,1,1,14,5.75,23.0,24.0
RM Haq,2008,T20I,24,29,0,1,8,7.25,29.0,24.0
RM Haq,2009,T20I,24,25,2,1,8,6.25,12.5,12.0
RM Haq,2010,T20I,24,17,2,1,11,4.25,8.5,12.0
RM Haq,2011,ODI,60,20,0,1,41,2.0,20.0,60.0
RM Haq,2012,T20I,48,39,4,2,23,4.88,9.75,12.0
RM Haq,2013,ODI,120,64,6,2,76,3.2,10.67,20.0
RM Haq,2013,T20I,72,90,6,3,24,7.5,15.0,12.0
RM Haq,2014,ODI,265,222,9,6,147,5.03,24.67,29.44
RM Haq,2015,ODI,206,163,3,4,104,4.75,54.33,68.67
RM Hill,2022,T20I,12,9,2,1,5,4.5,4.5,6.0
RM Hira,2012,T20I,206,263,7,11,71,7.66,37.57,29.43
RM Hira,2013,T20I,48,76,3,2,13,9.5,25.33,16.0
RM Koda,2022,T20I,78,73,5,5,44,5.62,14.6,15.6
RM Koda,2023,T20I,210,253,14,12,111,7.23,18.07,15.0
RM Koda,2024,T20I,479,460,24,23,217,5.76,19.17,19.96
RM Koda,2025,T20I,445,587,17,24,219,7.91,34.53,26.18
RM Magare,2025,T20I,96,116,2,5,33,7.25,58.0,48.0
RM West,2009,ODI,108,64,1,2,71,3.56,64.0,108.0
RM West,2009,T20I,114,148,3,5,34,7.79,49.33,38.0
RMAM Avery,2023,T20I,48,39,4,4,25,4.88,9.75,12.0
RMAM Avery,2025,T20I,100,85,12,9,58,5.1,7.08,8.33
RMAM Avery,2026,T20I,45,40,5,4,23,5.33,8.0,9.0
RML Taylor,2013,ODI,119,106,2,2,63,5.34,53.0,59.5
RML Taylor,2013,T20I,48,68,1,3,14,8.5,68.0,48.0
RML Taylor,2014,ODI,138,130,6,3,78,5.65,21.67,23.0
RML Taylor,2015,ODI,162,150,3,4,90,5.56,50.0,54.0
RML Taylor,2015,T20I,24,17,3,1,13,4.25,5.67,8.0
RML Taylor,2016,T20I,42,75,0,3,14,10.71,75.0,42.0
RMMP Rathnayake,2024,Test,482,344,10,4,321,4.28,34.4,48.2
RMMP Rathnayake,2025,ODI,6,10,0,1,4,10.0,10.0,6.0
RMMP Rathnayake,2025,Test,214,74,4,1,176,2.07,18.5,53.5
RMS Eranga,2011,ODI,114,100,4,3,68,5.26,25.0,28.5
RMS Eranga,2011,Test,255,129,5,1,202,3.04,25.8,51.0
RMS Eranga,2012,T20I,42,58,3,2,25,8.29,19.33,14.0
RMS Eranga,2012,Test,695,460,10,4,471,3.97,46.0,69.5
RMS Eranga,2013,ODI,368,355,13,9,213,5.79,27.31,28.31
RMS Eranga,2013,T20I,24,37,0,1,5,9.25,37.0,24.0
RMS Eranga,2013,Test,657,335,9,3,477,3.06,37.22,73.0
RMS Eranga,2014,ODI,103,122,2,2,42,7.11,61.0,51.5
RMS Eranga,2014,Test,1800,951,29,8,1322,3.17,32.79,62.07
RMS Eranga,2015,ODI,90,87,3,2,52,5.8,29.0,30.0
RMS Eranga,2016,Test,525,331,5,3,378,3.78,66.2,105.0
RN Bhatia,2022,ODI,47,47,1,1,22,6.0,47.0,47.0
RN Bhatia,2023,ODI,42,43,1,1,20,6.14,43.0,42.0
RN Bhatia,2024,ODI,255,247,1,7,134,5.81,247.0,255.0
RN Lewis,2006,ODI,68,62,2,2,29,5.47,31.0,34.0
RN Lewis,2007,ODI,160,132,4,3,81,4.95,33.0,40.0
RN Lewis,2008,ODI,49,53,0,2,17,6.49,53.0,49.0
RN Lewis,2008,T20I,6,9,0,1,2,9.0,9.0,6.0
RN Lewis,2008,Test,125,68,3,1,89,3.26,22.67,41.67
RN Lewis,2009,ODI,108,88,2,2,47,4.89,44.0,54.0
RN Patel,2021,T20I,12,7,2,1,6,3.5,3.5,6.0
RN Patel,2022,T20I,8,17,2,2,2,12.75,8.5,4.0
RN Patel,2023,T20I,12,10,0,1,5,5.0,10.0,12.0
RN Patel,2024,T20I,18,19,3,3,10,6.33,6.33,6.0
RN ten Doeschate,2006,ODI,103,81,3,2,65,4.72,27.0,34.33
RN ten Doeschate,2007,ODI,220,222,8,5,127,6.05,27.75,27.5
RN ten Doeschate,2008,ODI,48,24,2,1,38,3.0,12.0,24.0
RN ten Doeschate,2008,T20I,24,23,4,1,11,5.75,5.75,6.0
RN ten Doeschate,2009,T20I,48,78,3,2,12,9.75,26.0,16.0
RN ten Doeschate,2010,T20I,48,58,2,2,19,7.25,29.0,24.0
RN ten Doeschate,2011,IPL,6,7,0,1,0,7.0,7.0,6.0
RN ten Doeschate,2011,ODI,314,327,7,6,149,6.25,46.71,44.86
RN ten Doeschate,2012,IPL,18,24,1,1,2,8.0,24.0,18.0
RN ten Doeschate,2013,IPL,18,24,0,3,4,8.0,24.0,18.0
RN ten Doeschate,2014,IPL,30,35,1,4,13,7.0,35.0,30.0
RN ten Doeschate,2015,IPL,6,4,1,1,3,4.0,4.0,6.0
RN ten Doeschate,2019,PSL,10,10,1,1,3,6.0,10.0,10.0
RN ten Doeschate,2019,T20I,6,4,1,1,2,4.0,4.0,6.0
RO Hinds,2004,ODI,66,37,0,2,38,3.36,37.0,66.0
RO Hinds,2004,Test,336,113,3,1,276,2.02,37.67,112.0
RO Hinds,2005,Test,108,68,1,1,70,3.78,68.0,108.0
RO Hinds,2008,Test,18,10,0,1,11,3.33,10.0,18.0
RO Hinds,2009,Test,732,483,8,4,438,3.96,60.38,91.5
RO Hurley,2003,ODI,60,26,1,1,39,2.6,26.0,60.0
RO Hurley,2004,ODI,126,104,2,2,63,4.95,52.0,63.0
RO Mazumba,2023,T20I,28,31,3,3,14,6.64,10.33,9.33
RO Mazumba,2024,T20I,49,44,2,3,30,5.39,22.0,24.5
RO Mazumba,2026,T20I,115,101,10,6,74,5.27,10.1,11.5
ROC Dunka,2023,T20I,68,93,3,3,30,8.21,31.0,22.67
ROC Dunka,2024,T20I,121,132,6,7,58,6.55,22.0,20.17
ROC Dunka,2025,T20I,205,319,10,11,86,9.34,31.9,20.5
ROC Dunka,2026,T20I,42,54,2,3,20,7.71,27.0,21.0
RP Arnold,2002,ODI,36,41,1,1,11,6.83,41.0,36.0
RP Arnold,2003,ODI,184,176,3,8,71,5.74,58.67,61.33
RP Arnold,2004,ODI,48,36,2,3,25,4.5,18.0,24.0
RP Arnold,2005,ODI,16,28,0,2,2,10.5,28.0,16.0
RP Arnold,2006,ODI,24,30,0,2,9,7.5,30.0,24.0
RP Arnold,2007,ODI,73,56,3,4,36,4.6,18.67,24.33
RP Burl,2017,ODI,18,17,1,2,7,5.67,17.0,18.0
RP Burl,2018,T20I,18,38,0,2,2,12.67,38.0,18.0
RP Burl,2019,ODI,90,94,1,4,41,6.27,94.0,90.0
RP Burl,2019,T20I,144,197,11,9,57,8.21,17.91,13.09
RP Burl,2020,T20I,18,27,0,1,6,9.0,27.0,18.0
RP Burl,2021,ODI,62,70,0,3,26,6.77,70.0,62.0
RP Burl,2021,T20I,162,191,8,8,52,7.07,23.88,20.25
RP Burl,2022,ODI,127,142,9,7,64,6.71,15.78,14.11
RP Burl,2022,T20I,127,168,5,10,39,7.94,33.6,25.4
RP Burl,2023,ODI,218,229,3,8,98,6.3,76.33,72.67
RP Burl,2023,T20I,288,305,17,15,129,6.35,17.94,16.94
RP Burl,2024,ODI,32,55,0,2,8,10.31,55.0,32.0
RP Burl,2024,T20I,64,66,5,4,28,6.19,13.2,12.8
RP Burl,2025,T20I,118,168,5,11,44,8.54,33.6,23.6
RP Burl,2026,PSL,8,22,0,2,1,16.5,22.0,8.0
RP Burl,2026,T20I,36,47,2,4,11,7.83,23.5,18.0
RP Lefebvre,2003,ODI,192,126,4,4,119,3.94,31.5,48.0
RP Meredith,2021,IPL,103,171,4,5,38,9.96,42.75,25.75
RP Meredith,2021,ODI,31,36,0,1,18,6.97,36.0,31.0
RP Meredith,2021,T20I,114,192,8,5,48,10.11,24.0,14.25
RP Meredith,2022,IPL,168,241,10,8,76,8.61,24.1,16.8
RP Meredith,2023,IPL,119,209,7,5,42,10.54,29.86,17.0
RP Meredith,2024,T20I,24,36,1,1,10,9.0,36.0,24.0
RP Meredith,2025,PSL,84,126,5,4,29,9.0,25.2,16.8
RP Meredith,2026,PSL,67,118,5,3,22,10.57,23.6,13.4
RP Mitchell,2021,T20I,96,148,3,4,36,9.25,49.33,32.0
RP Singh,2005,ODI,294,219,12,6,213,4.47,18.25,24.5
RP Singh,2006,ODI,470,452,14,11,279,5.77,32.29,33.57
RP Singh,2006,Test,523,351,9,2,375,4.03,39.0,58.11
RP Singh,2007,ODI,886,804,27,18,520,5.44,29.78,32.81
RP Singh,2007,T20I,170,203,17,7,91,7.16,11.94,10.0
RP Singh,2007,Test,1002,629,20,6,753,3.77,31.45,50.1
RP Singh,2008,IPL,309,459,17,14,132,8.91,27.0,18.18
RP Singh,2008,ODI,423,421,13,9,234,5.97,32.38,32.54
RP Singh,2008,Test,809,632,11,5,559,4.69,57.45,73.55
RP Singh,2009,IPL,365,430,26,16,176,7.07,16.54,14.04
RP Singh,2009,ODI,272,272,5,7,142,6.0,54.4,54.4
RP Singh,2009,T20I,30,34,2,2,15,6.8,17.0,15.0
RP Singh,2010,IPL,252,385,14,12,103,9.17,27.5,18.0
RP Singh,2011,IPL,300,365,15,14,146,7.3,24.33,20.0
RP Singh,2011,ODI,133,145,4,3,60,6.54,36.25,33.25
RP Singh,2011,Test,205,119,0,1,143,3.48,119.0,205.0
RP Singh,2012,IPL,248,328,11,11,112,7.94,29.82,22.55
RP Singh,2013,IPL,241,336,14,11,89,8.37,24.0,17.21
RP Singh,2016,IPL,73,114,3,4,32,9.37,38.0,24.33
RP Singh,2022,T20I,92,105,5,5,38,6.85,21.0,18.4
RP Singh,2023,T20I,78,44,8,5,50,3.38,5.5,9.75
RP Singh,2024,ODI,198,174,5,4,110,5.27,34.8,39.6
RP Singh,2024,T20I,18,28,0,2,4,9.33,28.0,18.0
RP Singh,2025,ODI,60,42,1,2,31,4.2,42.0,60.0
RP Singh,2025,T20I,222,178,15,12,122,4.81,11.87,14.8
RP Singh,2026,T20I,234,219,11,13,122,5.62,19.91,21.27
RP Yadav,2018,T20I,258,283,18,13,106,6.58,15.72,14.33
RP Yadav,2019,T20I,293,281,22,13,151,5.75,12.77,13.32
RP Yadav,2020,T20I,192,234,12,8,74,7.31,19.5,16.0
RP Yadav,2021,ODI,58,68,0,1,24,7.03,68.0,58.0
RP Yadav,2021,T20I,103,136,3,5,32,7.92,45.33,34.33
RP Yadav,2022,T20I,345,409,17,18,130,7.11,24.06,20.29
RP Yadav,2023,T20I,120,120,5,6,45,6.0,24.0,24.0
RP Yadav,2024,ODI,318,257,9,6,166,4.85,28.56,35.33
RP Yadav,2024,T20I,364,401,33,17,169,6.61,12.15,11.03
RP Yadav,2025,ODI,279,341,6,7,106,7.33,56.83,46.5
RP Yadav,2025,T20I,98,103,8,5,32,6.31,12.88,12.25
RR Beaton,2017,ODI,102,102,1,2,47,6.0,102.0,102.0
RR Behera,2021,T20I,6,5,0,1,1,5.0,5.0,6.0
RR Bhatkal,2012,IPL,12,35,0,1,0,17.5,35.0,12.0
RR Bose,2009,IPL,12,24,0,1,5,12.0,24.0,12.0
RR Emrit,2007,ODI,87,108,0,2,39,7.45,108.0,87.0
RR Emrit,2017,PSL,24,31,3,1,12,7.75,10.33,8.0
RR Emrit,2018,T20I,96,161,5,4,29,10.06,32.2,19.2
RR Hendricks,2019,ODI,42,47,1,3,13,6.71,47.0,42.0
RR Hendricks,2021,T20I,6,21,0,1,1,21.0,21.0,6.0
RR Hendricks,2024,T20I,23,45,0,2,9,11.74,45.0,23.0
RR Joshi,2021,T20I,18,4,1,1,15,1.33,4.0,18.0
RR Joshi,2022,T20I,30,38,2,2,11,7.6,19.0,15.0
RR Joshi,2024,ODI,60,77,2,1,21,7.7,38.5,30.0
RR Joshi,2024,T20I,83,142,2,4,26,10.27,71.0,41.5
RR Patel,2012,ODI,72,47,2,2,35,3.92,23.5,36.0
RR Patel,2012,T20I,6,4,0,1,3,4.0,4.0,6.0
RR Patel,2013,ODI,12,22,0,1,5,11.0,22.0,12.0
RR Patel,2013,T20I,6,9,0,1,2,9.0,9.0,6.0
RR Patel,2019,T20I,54,49,3,3,25,5.44,16.33,18.0
RR Patel,2021,T20I,84,94,6,5,32,6.71,15.67,14.0
RR Patel,2022,T20I,89,77,9,6,40,5.19,8.56,9.89
RR Patel,2023,T20I,138,113,9,7,69,4.91,12.56,15.33
RR Patel,2024,T20I,186,207,12,11,81,6.68,17.25,15.5
RR Patel,2025,T20I,18,22,1,2,5,7.33,22.0,18.0
RR Powar,2004,ODI,60,58,0,2,30,5.8,58.0,60.0
RR Powar,2006,ODI,632,482,20,11,347,4.58,24.1,31.6
RR Powar,2007,ODI,728,595,13,14,385,4.9,45.77,56.0
RR Powar,2007,Test,253,118,6,2,192,2.8,19.67,42.17
RR Powar,2008,IPL,72,93,3,5,32,7.75,31.0,24.0
RR Powar,2009,IPL,126,138,6,8,52,6.57,23.0,21.0
RR Powar,2010,IPL,139,163,4,7,65,7.04,40.75,34.75
RR Powar,2011,IPL,72,112,2,5,22,9.33,56.0,36.0
RR Powar,2012,IPL,18,32,0,1,3,10.67,32.0,18.0
RR Raje,2008,IPL,99,142,6,6,30,8.61,23.67,16.5
RR Raje,2009,IPL,41,72,1,4,11,10.54,72.0,41.0
RR Rossouw,2014,ODI,18,17,1,1,7,5.67,17.0,18.0
RR Rossouw,2015,ODI,27,27,0,2,8,6.0,27.0,27.0
RR Rossouw,2017,PSL,6,8,1,1,3,8.0,8.0,6.0
RR Rossouw,2019,PSL,10,10,1,2,4,6.0,10.0,10.0
RR Sarwan,2003,ODI,52,63,2,3,20,7.27,31.5,26.0
RR Sarwan,2003,Test,168,121,1,2,109,4.32,121.0,168.0
RR Sarwan,2004,ODI,48,48,4,2,13,6.0,12.0,12.0
RR Sarwan,2004,Test,228,115,2,3,156,3.03,57.5,114.0
RR Sarwan,2005,ODI,30,31,0,1,11,6.2,31.0,30.0
RR Sarwan,2005,Test,25,16,0,3,13,3.84,16.0,25.0
RR Sarwan,2006,ODI,67,64,3,5,30,5.73,21.33,22.33
RR Sarwan,2006,Test,139,104,1,3,75,4.49,104.0,139.0
RR Sarwan,2007,ODI,78,73,3,4,31,5.62,24.33,26.0
RR Sarwan,2007,T20I,12,10,2,1,7,5.0,5.0,6.0
RR Sarwan,2007,Test,36,39,0,1,20,6.5,39.0,36.0
RR Sarwan,2008,ODI,96,114,4,3,33,7.12,28.5,24.0
RR Sarwan,2008,Test,90,57,0,2,59,3.8,57.0,90.0
RR Sarwan,2009,Test,36,34,0,2,16,5.67,34.0,36.0
RR Saun,2025,T20I,12,18,0,1,2,9.0,18.0,12.0
RR Seth,2022,T20I,12,8,0,1,6,4.0,8.0,12.0
RR Seth,2023,T20I,36,24,2,2,27,4.0,12.0,18.0
RR Seth,2024,T20I,79,76,3,5,41,5.77,25.33,26.33
RR Seth,2025,T20I,137,122,10,9,85,5.34,12.2,13.7
RR Sharan,2023,T20I,89,125,1,5,27,8.43,125.0,89.0
RR Sharan,2024,T20I,132,138,8,8,66,6.27,17.25,16.5
RR Simmonds,2025,T20I,30,40,4,2,12,8.0,10.0,7.5
RR Watson,2008,ODI,36,17,2,2,27,2.83,8.5,18.0
RR Watson,2008,T20I,18,19,1,1,8,6.33,19.0,18.0
RR Watson,2009,ODI,90,71,1,2,44,4.73,71.0,90.0
RR Watson,2009,T20I,24,40,2,2,7,10.0,20.0,12.0
RRS Cornwall,2019,Test,384,184,3,1,296,2.88,61.33,128.0
RRS Cornwall,2020,Test,276,167,1,1,191,3.63,167.0,276.0
RRS Cornwall,2021,Test,1744,844,22,6,1268,2.9,38.36,79.27
RRS Cornwall,2023,Test,96,32,1,1,77,2.0,32.0,96.0
RS Bopara,2007,ODI,214,176,5,9,125,4.93,35.2,42.8
RS Bopara,2007,Test,157,81,2,3,112,3.1,40.5,78.5
RS Bopara,2008,ODI,61,70,1,4,27,6.89,70.0,61.0
RS Bopara,2009,IPL,8,5,0,2,3,3.75,5.0,8.0
RS Bopara,2009,ODI,60,59,1,5,25,5.9,59.0,60.0
RS Bopara,2009,Test,146,123,0,3,81,5.05,123.0,146.0
RS Bopara,2010,IPL,78,132,5,5,23,10.15,26.4,15.6
RS Bopara,2010,ODI,60,39,4,1,40,3.9,9.75,15.0
RS Bopara,2011,ODI,268,249,4,13,138,5.57,62.25,67.0
RS Bopara,2011,T20I,82,78,9,5,37,5.71,8.67,9.11
RS Bopara,2011,Test,30,13,0,1,23,2.6,13.0,30.0
RS Bopara,2012,ODI,307,182,7,12,169,3.56,26.0,43.86
RS Bopara,2012,T20I,49,63,1,4,20,7.71,63.0,49.0
RS Bopara,2012,Test,108,78,0,1,63,4.33,78.0,108.0
RS Bopara,2013,ODI,404,360,10,10,190,5.35,36.0,40.4
RS Bopara,2013,T20I,36,81,0,3,7,13.5,81.0,36.0
RS Bopara,2014,ODI,427,387,9,17,201,5.44,43.0,47.44
RS Bopara,2014,T20I,156,173,7,9,56,6.65,24.71,22.29
RS Bopara,2015,IPL,120,164,8,7,40,8.2,20.5,15.0
RS Bopara,2015,ODI,18,24,0,2,5,8.0,24.0,18.0
RS Bopara,2016,PSL,108,126,11,8,44,7.0,11.45,9.82
RS Bopara,2017,PSL,54,91,0,3,7,10.11,91.0,54.0
RS Bopara,2018,PSL,60,103,5,5,18,10.3,20.6,12.0
RS Bopara,2019,PSL,12,34,0,1,1,17.0,34.0,12.0
RS Bopara,2020,PSL,12,17,0,1,6,8.5,17.0,12.0
RS Gavaskar,2004,ODI,72,74,1,2,21,6.17,74.0,72.0
RS Gavaskar,2010,IPL,6,8,0,1,2,8.0,8.0,6.0
RS Gayakwad,2014,ODI,90,60,5,2,45,4.0,12.0,18.0
RS Gayakwad,2015,ODI,108,41,5,2,87,2.28,8.2,21.6
RS Gayakwad,2016,ODI,60,41,3,1,30,4.1,13.67,20.0
RS Gayakwad,2016,T20I,126,136,6,6,54,6.48,22.67,21.0
RS Gayakwad,2017,ODI,423,308,15,8,245,4.37,20.53,28.2
RS Gayakwad,2018,ODI,216,126,7,5,132,3.5,18.0,30.86
RS Gayakwad,2018,T20I,90,105,6,5,41,7.0,17.5,15.0
RS Gayakwad,2019,ODI,240,130,8,4,159,3.25,16.25,30.0
RS Gayakwad,2020,T20I,240,253,15,10,113,6.32,16.87,16.0
RS Gayakwad,2021,ODI,387,265,9,7,236,4.11,29.44,43.0
RS Gayakwad,2021,T20I,120,119,9,5,61,5.95,13.22,13.33
RS Gayakwad,2021,Test,120,65,0,1,93,3.25,65.0,120.0
RS Gayakwad,2022,ODI,934,656,26,17,544,4.21,25.23,35.92
RS Gayakwad,2022,T20I,216,236,10,12,106,6.56,23.6,21.6
RS Gayakwad,2023,T20I,191,167,9,10,94,5.25,18.56,21.22
RS Gayakwad,2023,Test,319,122,5,2,258,2.29,24.4,63.8
RS Gayakwad,2024,Test,286,112,2,1,230,2.35,56.0,143.0
RS Ghosh,2026,IPL,18,24,1,1,6,8.0,24.0,18.0
RS Glen,2019,T20I,36,55,1,3,7,9.17,55.0,36.0
RS Glen,2021,T20I,12,14,0,2,6,7.0,14.0,12.0
RS Hangargekar,2023,IPL,37,60,3,2,14,9.73,20.0,12.33
RS Higgins,2006,ODI,158,128,4,3,71,4.86,32.0,39.5
RS Morton,2005,ODI,6,2,0,1,4,2.0,2.0,6.0
RS Morton,2006,Test,25,24,0,1,15,5.76,24.0,25.0
RS Morton,2007,Test,6,6,0,1,5,6.0,6.0,6.0
RS Quyn,2022,T20I,222,211,7,10,109,5.7,30.14,31.71
RS Quyn,2023,T20I,87,70,1,4,49,4.83,70.0,87.0
RS Quyn,2024,T20I,18,18,0,1,9,6.0,18.0,18.0
RS Williams,2022,T20I,12,18,1,1,3,9.0,18.0,12.0
RSK Samson,2022,T20I,12,14,2,1,6,7.0,7.0,6.0
RSM Lili'i,2025,T20I,111,68,10,5,68,3.68,6.8,11.1
RT Lyons,2007,ODI,60,41,1,1,31,4.1,41.0,60.0
RT Lyons,2010,T20I,24,28,2,1,8,7.0,14.0,12.0
RT Ponting,2003,Test,30,17,0,1,23,3.4,17.0,30.0
RT Ponting,2004,Test,18,15,0,1,12,5.0,15.0,18.0
RT Ponting,2005,Test,36,9,1,1,31,1.5,9.0,36.0
RT Ponting,2006,Test,12,7,0,1,10,3.5,7.0,12.0
RT Ponting,2008,Test,12,11,0,1,4,5.5,11.0,12.0
RT Ponting,2011,Test,36,31,0,4,20,5.17,31.0,36.0
RT Ponting,2012,Test,12,3,0,2,9,1.5,3.0,12.0
RTM Mendis,2021,ODI,48,48,2,2,18,6.0,24.0,24.0
RTM Mendis,2021,T20I,24,22,1,2,10,5.5,22.0,24.0
RTM Mendis,2021,Test,1154,579,26,4,824,3.01,22.27,44.38
RTM Mendis,2022,ODI,24,26,2,1,14,6.5,13.0,12.0
RTM Mendis,2022,Test,1487,780,22,6,1019,3.15,35.45,67.59
RTM Mendis,2023,Test,1090,649,17,4,741,3.57,38.18,64.12
RTM Mendis,2024,T20I,18,26,1,1,4,8.67,26.0,18.0
RTM Mendis,2024,Test,294,186,6,1,189,3.8,31.0,49.0
RTM Mendis,2025,Test,154,102,2,1,93,3.97,51.0,77.0
RV Auora,2025,T20I,121,125,3,7,68,6.2,41.67,40.33
RV Gomez,2011,IPL,90,125,5,8,34,8.33,25.0,18.0
RV Gomez,2013,IPL,6,5,1,1,4,5.0,5.0,6.0
RV Hawkins,2019,T20I,218,156,9,10,114,4.29,17.33,24.22
RV Nascimento,2025,T20I,30,40,1,2,8,8.0,40.0,30.0
RV Nascimento,2026,T20I,54,46,5,3,31,5.11,9.2,10.8
RV Patel,2021,IPL,18,22,0,1,5,7.33,22.0,18.0
RV Scholes,2018,T20I,112,75,9,5,69,4.02,8.33,12.44
RV Uthappa,2014,ODI,2,0,0,1,2,0.0,0.0,2.0
RV Viraj,2024,T20I,30,64,2,3,7,12.8,32.0,15.0
RW Price,2003,ODI,530,322,8,10,325,3.65,40.25,66.25
RW Price,2003,Test,922,621,15,3,634,4.04,41.4,61.47
RW Price,2004,ODI,361,285,5,6,174,4.74,57.0,72.2
RW Price,2007,ODI,174,125,2,3,98,4.31,62.5,87.0
RW Price,2008,ODI,480,312,13,9,277,3.9,24.0,36.92
RW Price,2009,ODI,762,538,25,15,441,4.24,21.52,30.48
RW Price,2010,ODI,739,485,13,14,449,3.94,37.31,56.85
RW Price,2010,T20I,114,114,6,5,62,6.0,19.0,19.0
RW Price,2011,IPL,18,33,0,1,1,11.0,33.0,18.0
RW Price,2011,ODI,876,615,18,16,500,4.21,34.17,48.67
RW Price,2011,T20I,93,125,3,4,35,8.06,41.67,31.0
RW Price,2011,Test,892,374,11,3,714,2.52,34.0,81.09
RW Price,2012,ODI,180,173,3,3,77,5.77,57.67,60.0
RW Price,2012,T20I,66,97,0,3,19,8.82,97.0,66.0
RW Price,2013,Test,108,51,1,1,81,2.83,51.0,108.0
RW Sims,2003,ODI,18,21,0,1,8,7.0,21.0,18.0
RW Staple,2004,ODI,60,78,2,1,23,7.8,39.0,30.0
Raag Kapur,2019,T20I,42,49,2,3,16,7.0,24.5,21.0
Raag Kapur,2023,T20I,30,41,2,2,9,8.2,20.5,15.0
Raaz Mohammad,2021,T20I,30,51,0,3,9,10.2,51.0,30.0
Raaz Mohammad,2022,T20I,150,144,11,7,75,5.76,13.09,13.64
Raaz Mohammad,2023,T20I,64,92,4,4,20,8.62,23.0,16.0
Raaz Mohammad,2024,T20I,100,107,8,5,38,6.42,13.38,12.5
Raaz Mohammad,2025,T20I,42,65,2,2,11,9.29,32.5,21.0
Rabbjyot Rajput,2023,T20I,36,23,1,3,26,3.83,23.0,36.0
Rabbjyot Rajput,2025,T20I,90,80,6,7,46,5.33,13.33,15.0
Rabeya Khan,2019,T20I,36,9,5,2,31,1.5,1.8,7.2
Rabeya Khan,2022,ODI,18,22,0,1,5,7.33,22.0,18.0
Rabeya Khan,2022,T20I,24,27,1,1,8,6.75,27.0,24.0
Rabeya Khan,2023,ODI,474,308,16,9,258,3.9,19.25,29.62
Rabeya Khan,2023,T20I,276,220,13,13,121,4.78,16.92,21.23
Rabeya Khan,2024,ODI,276,169,5,6,158,3.67,33.8,55.2
Rabeya Khan,2024,T20I,325,320,18,16,124,5.91,17.78,18.06
Rabeya Khan,2025,ODI,692,463,21,15,404,4.01,22.05,32.95
Rabeya Khan,2025,T20I,66,75,3,3,31,6.82,25.0,22.0
Rabeya Khan,2026,ODI,84,70,1,2,53,5.0,70.0,84.0
Rabeya Khan,2026,T20I,174,182,9,8,75,6.28,20.22,19.33
Rabia Iqbal,2022,T20I,13,17,1,1,4,7.85,17.0,13.0
Rabia Mushtaq,2025,T20I,61,74,5,3,29,7.28,14.8,12.2
Rabia Sahan,2023,T20I,25,24,2,2,13,5.76,12.0,12.5
Rachel Delaney,2017,ODI,102,102,3,3,45,6.0,34.0,34.0
Rachel Delaney,2018,ODI,42,49,1,1,15,7.0,49.0,42.0
Rachel Delaney,2018,T20I,6,18,0,1,0,18.0,18.0,6.0
Rachel Delaney,2021,T20I,27,28,2,2,11,6.22,14.0,13.5
Rachel Delaney,2022,ODI,243,181,8,8,132,4.47,22.62,30.38
Rachel Delaney,2022,T20I,67,68,2,6,34,6.09,34.0,33.5
Rafaqat Ali,2023,T20I,7,25,0,1,0,21.43,25.0,7.0
Rafiulah Alokozai,2025,T20I,98,163,3,6,43,9.98,54.33,32.67
Rafiullah,2022,T20I,120,185,10,7,43,9.25,18.5,12.0
Rafiullah,2023,T20I,12,18,1,1,4,9.0,18.0,12.0
Rafiullah,2024,T20I,134,216,1,12,51,9.67,216.0,134.0
Raghav Dhawan,2024,T20I,12,26,1,1,4,13.0,26.0,12.0
Raghu Sharma,2026,IPL,48,60,1,2,12,7.5,60.0,48.0
Ragne Hallik,2024,T20I,39,56,2,2,10,8.62,28.0,19.5
Ragne Hallik,2025,T20I,129,125,7,7,73,5.81,17.86,18.43
Rahat Ali,2012,ODI,24,35,0,1,10,8.75,35.0,24.0
