bowler,format,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
JM Willathgamuwa,ODI,4,134,99,4,79,2,0,22.3,4.43,24.75,58.96,33.5
Muhammed Turkmen,T20I,4,60,76,4,29,7,0,10.0,7.6,19.0,48.33,15.0
Muhammed Imran,T20I,2,33,42,4,15,2,0,5.5,7.64,10.5,45.45,8.25
Muhammad Usman,T20I,7,119,133,4,52,4,0,19.8,6.71,33.25,43.7,29.75
G Jafta,T20I,3,60,46,4,27,2,0,10.0,4.6,11.5,45.0,15.0
G Ilarionova,T20I,10,153,221,4,68,42,10,25.5,8.67,55.25,44.44,38.25
G Hoey,Test,1,306,201,4,180,0,0,51.0,3.94,50.25,58.82,76.5
Saeed Ahmed,T20I,3,60,100,4,16,3,0,10.0,10.0,25.0,26.67,15.0
JL Carter,ODI,12,136,162,4,46,7,0,22.7,7.15,40.5,33.82,34.0
SPS Shikongo,T20I,6,72,78,4,31,2,0,12.0,6.5,19.5,43.06,18.0
CJ McKay,T20I,6,137,183,4,50,3,1,22.8,8.01,45.75,36.5,34.25
Musaddiq Ahmed,T20I,5,95,128,4,22,4,5,15.8,8.08,32.0,23.16,23.75
G Cengiz,T20I,9,108,142,4,42,14,6,18.0,7.89,35.5,38.89,27.0
SP Krishnamurthi,ODI,7,100,79,4,47,0,0,16.7,4.74,19.75,47.0,25.0
ST Yalimaiwai,T20I,3,61,62,4,28,1,1,10.2,6.1,15.5,45.9,15.25
HJC Mol,ODI,4,116,106,4,56,2,0,19.3,5.48,26.5,48.28,29.0
D Paterson,ODI,4,209,222,4,119,4,0,34.8,6.37,55.5,56.94,52.25
D Polpitiya,T20I,4,66,96,4,27,1,0,11.0,8.73,24.0,40.91,16.5
D Pavelic,T20I,2,48,41,4,22,7,6,8.0,5.12,10.25,45.83,12.0
MJ Tumukunde,T20I,6,81,72,4,38,9,0,13.5,5.33,18.0,46.91,20.25
MJ Saggers,Test,1,116,66,4,90,0,1,19.3,3.41,16.5,77.59,29.0
P Khadka,ODI,7,276,194,4,164,3,0,46.0,4.22,48.5,59.42,69.0
P Kerai,T20I,4,54,75,4,19,0,0,9.0,8.33,18.75,35.19,13.5
P Pirabakaran,T20I,3,36,48,4,17,4,0,6.0,8.0,12.0,47.22,9.0
P Arrighi,T20I,3,72,88,4,33,2,0,12.0,7.33,22.0,45.83,18.0
Osama Mahmood,T20I,5,96,112,4,51,7,0,16.0,7.0,28.0,53.12,24.0
Omar Rassol,T20I,9,116,223,4,40,8,8,19.3,11.53,55.75,34.48,29.0
ML Lewis,T20I,2,45,50,4,19,0,0,7.5,6.67,12.5,42.22,11.25
Zahid Hussain,ODI,2,120,96,3,60,0,0,20.0,4.8,32.0,50.0,40.0
ML Kostic,T20I,5,72,158,3,25,5,1,12.0,13.17,52.67,34.72,24.0
ML Bojang,T20I,5,96,81,3,51,4,0,16.0,5.06,27.0,53.12,32.0
Zahir Khan,PSL,4,91,124,3,29,3,1,15.2,8.18,41.33,31.87,30.33
Zahid Mahmood,T20I,1,24,40,3,8,1,0,4.0,10.0,13.33,33.33,8.0
LN Onyango,T20I,4,60,111,3,17,0,0,10.0,11.1,37.0,28.33,20.0
A Cossa,T20I,6,64,83,3,28,5,2,10.7,7.78,27.67,43.75,21.33
MM Siddique,T20I,3,42,34,3,25,5,0,7.0,4.86,11.33,59.52,14.0
Younis Khan,T20I,1,22,20,3,13,0,0,3.7,5.45,6.67,59.09,7.33
Yasir Ali,Test,1,120,56,3,94,0,0,20.0,2.8,18.67,78.33,40.0
A Donovan,T20I,11,126,149,3,59,2,0,21.0,7.1,49.67,46.83,42.0
LJ Woodcock,ODI,4,164,156,3,75,2,0,27.3,5.71,52.0,45.73,54.67
Bakhtiar Tahiri,T20I,6,79,130,3,28,7,1,13.2,9.87,43.33,35.44,26.33
LK O'Reilly,ODI,5,162,125,3,100,18,0,27.0,4.63,41.67,61.73,54.0
P Sahu,IPL,5,105,152,3,27,2,0,17.5,8.69,50.67,25.71,35.0
P Roy,T20I,3,42,51,3,16,0,0,7.0,7.29,17.0,38.1,14.0
LHD Dilhara,ODI,3,124,101,3,68,2,4,20.7,4.89,33.67,54.84,41.33
Obed Yosef,T20I,5,78,101,3,33,3,0,13.0,7.77,33.67,42.31,26.0
DR Brown,ODI,4,138,163,3,63,2,0,23.0,7.09,54.33,45.65,46.0
LRPL Taylor,Test,7,99,48,3,69,0,0,16.5,2.91,16.0,69.7,33.0
DS Kulkarni,T20I,2,48,61,3,25,2,0,8.0,7.62,20.33,52.08,16.0
PC de Silva,ODI,6,258,227,3,121,3,0,43.0,5.28,75.67,46.9,86.0
Abhinandan Singh,IPL,3,58,122,3,15,2,0,9.7,12.62,40.67,25.86,19.33
Aarnav Patel,T20I,3,42,54,3,22,2,0,7.0,7.71,18.0,52.38,14.0
ST Gabriel,T20I,2,42,58,3,21,6,0,7.0,8.29,19.33,50.0,14.0
ST Eyyunni,T20I,5,87,80,3,35,3,2,14.5,5.52,26.67,40.23,29.0
G Goudie,ODI,1,42,18,3,28,0,0,7.0,2.57,6.0,66.67,14.0
G Fontenla,ODI,3,92,65,3,63,10,1,15.3,4.24,21.67,68.48,30.67
AUKDS Kalugala,T20I,3,42,51,3,19,3,0,7.0,7.29,17.0,45.24,14.0
Sachin Baby,IPL,2,10,8,3,5,0,0,1.7,4.8,2.67,50.0,3.33
Sabir Ali,T20I,3,49,74,3,24,3,1,8.2,9.06,24.67,48.98,16.33
Abul Hasan,Test,3,536,378,3,352,5,8,89.3,4.23,126.0,65.67,178.67
Mujibur Ali,ODI,8,208,183,3,95,3,1,34.7,5.28,61.0,45.67,69.33
Muhammet Kursat,T20I,3,30,39,3,20,5,0,5.0,7.8,13.0,66.67,10.0
Fawad Ahmed,T20I,2,48,70,3,12,1,0,8.0,8.75,23.33,25.0,16.0
JP Cabrera,T20I,5,78,75,3,29,3,0,13.0,5.77,25.0,37.18,26.0
Adama Kamara,T20I,5,90,87,3,38,1,0,15.0,5.8,29.0,42.22,30.0
JM Kemp,IPL,5,44,58,3,18,3,0,7.3,7.91,19.33,40.91,14.67
SK Gedara,T20I,3,43,68,3,17,8,0,7.2,9.49,22.67,39.53,14.33
SK Dolawatte,T20I,5,48,43,3,21,0,0,8.0,5.38,14.33,43.75,16.0
SK Dolawatte,ODI,3,78,56,3,35,0,0,13.0,4.31,18.67,44.87,26.0
SN Pradhan,T20I,1,23,30,3,9,1,0,3.8,7.83,10.0,39.13,7.67
Aftab Ibrahim,PSL,3,43,61,3,14,0,1,7.2,8.51,20.33,32.56,14.33
Afif Hossain,ODI,10,111,116,3,49,0,0,18.5,6.27,38.67,44.14,37.0
JT Darrell,T20I,2,42,23,3,25,1,0,7.0,3.29,7.67,59.52,14.0
JT Ball,Test,4,613,359,3,453,6,1,102.2,3.51,119.67,73.9,204.33
DE Roache,T20I,1,18,23,3,10,3,0,3.0,7.67,7.67,55.56,6.0
SM Harwood,IPL,3,60,74,3,34,7,0,10.0,7.4,24.67,56.67,20.0
SM Dhanusri,T20I,7,86,70,3,52,5,3,14.3,4.88,23.33,60.47,28.67
SM Boland,T20I,3,66,92,3,26,4,0,11.0,8.36,30.67,39.39,22.0
SM Boland,IPL,2,42,56,3,15,1,0,7.0,8.0,18.67,35.71,14.0
SS Cottrell,PSL,3,48,82,3,27,5,0,8.0,10.25,27.33,56.25,16.0
JMJ Lynn,T20I,1,24,22,3,10,2,0,4.0,5.5,7.33,41.67,8.0
JM Nthenya,T20I,4,58,46,3,34,2,0,9.7,4.76,15.33,58.62,19.33
Sabbir Rahman,ODI,19,288,337,3,97,1,0,48.0,7.02,112.33,33.68,96.0
M Zhu,T20I,4,65,61,3,30,6,2,10.8,5.63,20.33,46.15,21.67
M Yousaf,T20I,4,48,29,3,32,5,0,8.0,3.62,9.67,66.67,16.0
SW Currie,ODI,3,121,87,3,73,5,1,20.2,4.31,29.0,60.33,40.33
Aamer Jamal,T20I,5,85,162,3,32,5,1,14.2,11.44,54.0,37.65,28.33
JM Mennie,ODI,2,120,135,3,56,2,0,20.0,6.75,45.0,46.67,40.0
AT Nidamanuru,T20I,1,24,30,3,7,0,0,4.0,7.5,10.0,29.17,8.0
AS Withanage,T20I,5,60,78,3,26,4,0,10.0,7.8,26.0,43.33,20.0
Sajedul Islam,Test,3,336,239,3,249,6,6,56.0,4.27,79.67,74.11,112.0
JK Fuller,PSL,3,66,105,3,25,1,0,11.0,9.55,35.0,37.88,22.0
N Bidaisee,T20I,3,48,62,3,17,5,0,8.0,7.75,20.67,35.42,16.0
N Asuramanage,T20I,10,126,152,3,52,13,0,21.0,7.24,50.67,41.27,42.0
N Al Khadeer,Test,1,201,114,3,144,0,0,33.5,3.4,38.0,71.64,67.0
Myat Thu Aung,T20I,3,18,29,3,7,3,0,3.0,9.67,9.67,38.89,6.0
Mustapha Yusuf,T20I,5,84,122,3,40,3,0,14.0,8.71,40.67,47.62,28.0
SK Warne,ODI,2,122,88,3,69,3,2,20.3,4.33,29.33,56.56,40.67
Fakhar Zaman,PSL,7,60,58,3,27,0,0,10.0,5.8,19.33,45.0,20.0
JW Hastings,IPL,3,59,66,3,31,2,1,9.8,6.71,22.0,52.54,19.67
JJ van der Wath,IPL,3,74,134,3,31,2,2,12.3,10.86,44.67,41.89,24.67
JJ Tucker,ODI,9,308,261,3,174,3,2,51.3,5.08,87.0,56.49,102.67
Muhammad Faizan,PSL,3,42,72,3,15,1,0,7.0,10.29,24.0,35.71,14.0
CL Tryon,Test,2,188,153,3,115,0,0,31.3,4.88,51.0,61.17,62.67
CL Hooper,ODI,4,200,166,3,93,2,1,33.3,4.98,55.33,46.5,66.67
Sai Hla Htwe,T20I,5,52,61,3,23,7,2,8.7,7.04,20.33,44.23,17.33
Sagar Pun,T20I,6,99,97,3,38,0,0,16.5,5.88,32.33,38.38,33.0
AV Lazarus,T20I,7,69,76,3,28,3,2,11.5,6.61,25.33,40.58,23.0
Sanjay Kumar Ahir,T20I,7,72,82,3,36,8,0,12.0,6.83,27.33,50.0,24.0
Aishath Meesa Rameez,T20I,3,73,118,3,20,7,1,12.2,9.7,39.33,27.4,24.33
Ahsan Hafeez,PSL,5,48,80,3,15,2,0,8.0,10.0,26.67,31.25,16.0
Ahmed Daniyal,T20I,2,42,40,3,23,2,0,7.0,5.71,13.33,54.76,14.0
Sabir Ali,ODI,4,105,93,3,66,4,3,17.5,5.31,31.0,62.86,35.0
Sabikun Nahar Jesmin,T20I,2,48,45,3,24,2,0,8.0,5.62,15.0,50.0,16.0
Muhammad Ansar,T20I,2,36,56,3,16,2,0,6.0,9.33,18.67,44.44,12.0
Mubasir Khan,PSL,13,129,194,3,39,1,0,21.5,9.02,64.67,30.23,43.0
JI de Villiers,T20I,7,120,167,3,37,1,0,20.0,8.35,55.67,30.83,40.0
JI de Villiers,ODI,5,139,156,3,71,5,1,23.2,6.73,52.0,51.08,46.33
Samarth Shetty,T20I,3,30,36,3,9,0,0,5.0,7.2,12.0,30.0,10.0
Samader Shadab,T20I,3,48,86,3,19,7,0,8.0,10.75,28.67,39.58,16.0
AT Rayudu,ODI,9,122,128,3,53,2,1,20.3,6.3,42.67,43.44,40.67
G Quaicoe,T20I,2,42,57,3,16,5,0,7.0,8.14,19.0,38.1,14.0
APC Kilowan,T20I,1,20,20,3,12,1,0,3.3,6.0,6.67,60.0,6.67
SI Mahmood,T20I,4,89,155,3,35,4,5,14.8,10.45,51.67,39.33,29.67
N Khumalo,T20I,4,79,122,3,23,11,2,13.2,9.27,40.67,29.11,26.33
N Gwanzura,ODI,3,62,47,3,35,3,0,10.3,4.55,15.67,56.45,20.67
Ajhar Alam,T20I,3,66,109,3,23,3,0,11.0,9.91,36.33,34.85,22.0
SH Lewis,Test,2,240,166,3,151,1,0,40.0,4.15,55.33,62.92,80.0
SK Atai,T20I,9,90,111,3,26,3,0,15.0,7.4,37.0,28.89,30.0
Fakhrul Mohon,T20I,6,104,133,3,44,4,2,17.3,7.67,44.33,42.31,34.67
Seungmin Song,T20I,4,97,72,3,68,17,1,16.2,4.45,24.0,70.1,32.33
G Toka,ODI,5,100,111,3,53,2,1,16.7,6.66,37.0,53.0,33.33
Sarfaraj Patel,T20I,3,36,39,3,16,2,0,6.0,6.5,13.0,44.44,12.0
JD Unadkat,Test,4,477,232,3,356,1,3,79.5,2.92,77.33,74.63,159.0
JD Newton,T20I,4,79,69,3,42,5,0,13.2,5.24,23.0,53.16,26.33
JE Pitcher,T20I,6,78,106,3,33,6,0,13.0,8.15,35.33,42.31,26.0
Jaikumar Thakur,T20I,4,90,128,3,31,5,0,15.0,8.53,42.67,34.44,30.0
SE Rutherford,ODI,5,108,161,3,40,7,1,18.0,8.94,53.67,37.04,36.0
N Mokoena,T20I,3,63,79,3,27,4,0,10.5,7.52,26.33,42.86,21.0
DJ Hooda,ODI,6,150,123,3,79,4,0,25.0,4.92,41.0,52.67,50.0
Al Maseera Jahangir,T20I,4,44,19,3,29,0,1,7.3,2.59,6.33,65.91,14.67
JWW Gardner,T20I,5,97,141,3,38,3,1,16.2,8.72,47.0,39.18,32.33
JWM Dalrymple,T20I,3,30,40,3,14,2,0,5.0,8.0,13.33,46.67,10.0
SJ Cameron,ODI,2,110,123,3,50,4,1,18.3,6.71,41.0,45.45,36.67
SJ Bruce,T20I,5,72,83,3,39,7,0,12.0,6.92,27.67,54.17,24.0
AS Abioye,T20I,3,49,70,3,16,0,1,8.2,8.57,23.33,32.65,16.33
Mohsin Zaki,T20I,5,61,79,3,18,0,1,10.2,7.77,26.33,29.51,20.33
Mohammed Aslam,T20I,1,24,20,3,13,1,0,4.0,5.0,6.67,54.17,8.0
Shahbaz Ahmed,ODI,3,156,129,3,75,0,0,26.0,4.96,43.0,48.08,52.0
Shah Faisal,ODI,2,121,124,3,64,2,1,20.2,6.15,41.33,52.89,40.33
JD Nel,ODI,7,270,244,3,158,6,0,45.0,5.42,81.33,58.52,90.0
Ali Abdulla Popalzae,T20I,1,18,22,3,4,0,0,3.0,7.33,7.33,22.22,6.0
Jiyeon Park,T20I,4,80,66,3,39,4,1,13.3,4.95,22.0,48.75,26.67
M Pascal,T20I,5,41,41,3,20,2,0,6.8,6.0,13.67,48.78,13.67
N Peter,ODI,2,72,73,3,33,3,0,12.0,6.08,24.33,45.83,24.0
N Pathan,T20I,5,46,81,3,18,4,0,7.7,10.57,27.0,39.13,15.33
N Ncube,ODI,1,55,71,3,30,3,2,9.2,7.75,23.67,54.55,18.33
CG Osborne,T20I,2,24,33,3,6,0,0,4.0,8.25,11.0,25.0,8.0
Ali Waqar,T20I,5,96,135,3,29,7,0,16.0,8.44,45.0,30.21,32.0
SE Rutherford,T20I,3,36,64,3,9,3,0,6.0,10.67,21.33,25.0,12.0
Shafia Hassan,T20I,3,63,67,3,30,9,3,10.5,6.38,22.33,47.62,21.0
AR Valdez,T20I,6,114,149,3,41,14,0,19.0,7.84,49.67,35.96,38.0
Mohammad Waheed,T20I,3,54,89,3,17,3,1,9.0,9.89,29.67,31.48,18.0
AM Rajpurohit,T20I,3,65,107,3,22,1,0,10.8,9.88,35.67,33.85,21.67
Shamsullah Ehsan,T20I,3,42,67,3,14,4,0,7.0,9.57,22.33,33.33,14.0
Shamim Hossain,T20I,10,97,119,3,25,0,0,16.2,7.36,39.67,25.77,32.33
Sinan Khan,T20I,3,42,69,3,17,5,0,7.0,9.86,23.0,40.48,14.0
Sikandar Raza,IPL,7,85,146,3,22,3,1,14.2,10.31,48.67,25.88,28.33
Shuvagata Hom,T20I,4,66,72,3,25,0,0,11.0,6.55,24.0,37.88,22.0
S Vats,T20I,5,102,173,3,35,9,0,17.0,10.18,57.67,34.31,34.0
S Vasilakis,T20I,4,62,76,3,29,2,2,10.3,7.35,25.33,46.77,20.67
M Salum,T20I,1,18,6,3,17,2,0,3.0,2.0,2.0,94.44,6.0
M Saastamoinen,T20I,6,74,88,3,32,15,2,12.3,7.14,29.33,43.24,24.67
M Raikes,T20I,6,59,140,3,19,5,0,9.8,14.24,46.67,32.2,19.67
S Vaia,T20I,5,114,97,3,63,7,0,19.0,5.11,32.33,55.26,38.0
SC Meaker,T20I,2,47,73,3,18,7,0,7.8,9.32,24.33,38.3,15.67
Ali Khan,PSL,4,68,109,3,28,7,0,11.3,9.62,36.33,41.18,22.67
GA Lamb,Test,1,192,144,3,119,0,0,32.0,4.5,48.0,61.98,64.0
JA Richardson,IPL,4,90,162,3,32,4,0,15.0,10.8,54.0,35.56,30.0
DCC Borden,ODI,4,78,95,3,28,4,0,13.0,7.31,31.67,35.9,26.0
MA Beer,Test,2,407,186,3,306,0,1,67.8,2.74,62.0,75.18,135.67
CN Nation,T20I,2,48,45,3,22,1,0,8.0,5.62,15.0,45.83,16.0
AM Fernando,T20I,5,96,178,3,30,4,0,16.0,11.12,59.33,31.25,32.0
GB Brent,T20I,2,42,53,3,19,2,0,7.0,7.57,17.67,45.24,14.0
Sohail Ahmad,T20I,6,61,140,3,17,12,1,10.2,13.77,46.67,27.87,20.33
S Thakur,T20I,4,72,108,3,27,3,0,12.0,9.0,36.0,37.5,24.0
S Talamarla,T20I,2,37,44,3,18,11,1,6.2,7.14,14.67,48.65,12.33
S Sriram,ODI,1,56,43,3,30,0,2,9.3,4.61,14.33,53.57,18.67
DJ Thornely,IPL,4,42,40,3,19,2,0,7.0,5.71,13.33,45.24,14.0
DJ Reekers,ODI,4,138,133,3,87,5,0,23.0,5.78,44.33,63.04,46.0
SA Millanta,ODI,3,149,164,3,78,4,0,24.8,6.6,54.67,52.35,49.67
JC Hartenhof,ODI,2,100,75,3,62,5,0,16.7,4.5,25.0,62.0,33.33
CM Edwards,Test,4,242,104,3,192,0,1,40.3,2.58,34.67,79.34,80.67
Mohammad Wasim,Test,2,358,231,3,247,0,0,59.7,3.87,77.0,68.99,119.33
CS MacLeod,T20I,12,138,184,3,47,3,0,23.0,8.0,61.33,34.06,46.0
AM Bacher,ODI,3,108,66,3,59,0,0,18.0,3.67,22.0,54.63,36.0
AL Watkins,T20I,2,48,44,3,17,2,0,8.0,5.5,14.67,35.42,16.0
AL Menaria,IPL,12,110,144,3,40,3,0,18.3,7.85,48.0,36.36,36.67
AJA Samuels,T20I,6,99,139,3,47,9,3,16.5,8.42,46.33,47.47,33.0
J Raubenheimer,T20I,1,24,24,3,14,1,0,4.0,6.0,8.0,58.33,8.0
AJ Turner,PSL,7,78,108,3,21,4,0,13.0,8.31,36.0,26.92,26.0
AJ Michael,T20I,3,46,52,3,22,0,0,7.7,6.78,17.33,47.83,15.33
Amir Khan,T20I,2,26,17,3,16,1,0,4.3,3.92,5.67,61.54,8.67
S Rossi,T20I,4,90,115,3,35,4,0,15.0,7.67,38.33,38.89,30.0
S Ramautar,T20I,5,84,77,3,46,5,0,14.0,5.5,25.67,54.76,28.0
S Pandey,Test,2,201,125,3,151,2,0,33.5,3.73,41.67,75.12,67.0
FA Allen,PSL,3,48,83,3,7,2,0,8.0,10.38,27.67,14.58,16.0
K Burrows,T20I,1,12,22,3,6,0,0,2.0,11.0,7.33,50.0,4.0
K Anjali Sarvani,T20I,6,132,196,3,57,6,0,22.0,8.91,65.33,43.18,44.0
Shorifa Khatun,T20I,11,162,214,3,66,4,0,27.0,7.93,71.33,40.74,54.0
K Ogola,T20I,4,50,34,3,31,1,0,8.3,4.08,11.33,62.0,16.67
MB van Schelven,T20I,2,42,37,3,25,0,0,7.0,5.29,12.33,59.52,14.0
MA Tsemane,T20I,8,140,181,3,59,26,2,23.3,7.76,60.33,42.14,46.67
Camila Valdes,T20I,4,78,136,3,17,5,6,13.0,10.46,45.33,21.79,26.0
Sulaimon Runsewe,T20I,3,27,37,3,8,1,0,4.5,8.22,12.33,29.63,9.0
Sukhjinder Singh,T20I,4,78,71,3,38,0,0,13.0,5.46,23.67,48.72,26.0
Steven Ryan Taylor,T20I,5,78,71,3,46,3,0,13.0,5.46,23.67,58.97,26.0
T Dissanayake,T20I,7,147,128,3,92,22,3,24.5,5.22,42.67,62.59,49.0
S Magar,T20I,8,105,78,3,51,1,3,17.5,4.46,26.0,48.57,35.0
S Mabuza,T20I,7,114,178,3,31,22,18,19.0,9.37,59.33,27.19,38.0
NCK Liyanage,T20I,4,73,84,3,44,3,1,12.2,6.9,28.0,60.27,24.33
CA Young,Test,3,318,193,3,227,2,0,53.0,3.64,64.33,71.38,106.0
NA de Groot,ODI,3,81,88,3,34,0,0,13.5,6.52,29.33,41.98,27.0
K Sequiera,T20I,3,69,53,3,35,9,3,11.5,4.61,17.67,50.72,23.0
S Selvaraj,T20I,5,109,119,3,46,1,1,18.2,6.55,39.67,42.2,36.33
J de Figueiredo,T20I,3,66,49,3,39,2,0,11.0,4.45,16.33,59.09,22.0
Syed Ali Gillani,T20I,3,54,81,3,19,4,0,9.0,9.0,27.0,35.19,18.0
DAS Gunaratne,Test,5,161,115,3,102,1,5,26.8,4.29,38.33,63.35,53.67
MD Bates,ODI,2,84,53,3,54,0,0,14.0,3.79,17.67,64.29,28.0
AJ Burger,ODI,5,96,104,3,38,2,0,16.0,6.5,34.67,39.58,32.0
J Logtenberg,ODI,2,36,18,3,23,0,0,6.0,3.0,6.0,63.89,12.0
J Lewis,Test,1,249,122,3,195,0,3,41.5,2.94,40.67,78.31,83.0
Ankit Dubey,T20I,2,30,23,3,18,3,0,5.0,4.6,7.67,60.0,10.0
S Kucuksucu,T20I,3,64,62,3,33,15,4,10.7,5.81,20.67,51.56,21.33
NH Patel,ODI,4,174,103,3,107,3,0,29.0,3.55,34.33,61.49,58.0
NH Naureen,T20I,1,18,32,3,10,0,0,3.0,10.67,10.67,55.56,6.0
NH Ekanayake,T20I,3,60,60,3,26,3,1,10.0,6.0,20.0,43.33,20.0
NG Smith,T20I,2,30,47,3,11,3,0,5.0,9.4,15.67,36.67,10.0
S Kijiana,T20I,4,67,66,3,35,5,1,11.2,5.91,22.0,52.24,22.33
Esperanza Rubio,T20I,2,59,116,3,15,11,11,9.8,11.8,38.67,25.42,19.67
F Guirrugo,T20I,3,74,69,3,38,7,2,12.3,5.59,23.0,51.35,24.67
K Phillip,ODI,3,154,159,3,88,17,1,25.7,6.19,53.0,57.14,51.33
S Devasia,T20I,1,18,15,3,10,1,0,3.0,5.0,5.0,55.56,6.0
Asad Shafiq,Test,14,341,197,3,206,3,1,56.8,3.47,65.67,60.41,113.67
NL Ujawe,T20I,4,54,62,3,24,1,0,9.0,6.89,20.67,44.44,18.0
C Zavoiu,T20I,6,42,68,3,15,8,1,7.0,9.71,22.67,35.71,14.0
C White,Test,2,248,159,3,178,0,2,41.3,3.85,53.0,71.77,82.67
K Winda Prastini,T20I,2,48,48,3,16,4,0,8.0,6.0,16.0,33.33,16.0
K Subramanian,T20I,1,24,27,3,9,1,0,4.0,6.75,9.0,37.5,8.0
S Kaneria,T20I,4,94,92,3,52,18,2,15.7,5.87,30.67,55.32,31.33
S Kamate,T20I,5,61,95,3,22,7,1,10.2,9.34,31.67,36.07,20.33
Aqif Farooq,T20I,3,66,124,3,27,5,0,11.0,11.27,41.33,40.91,22.0
KA Knight,T20I,2,42,42,3,22,4,0,7.0,6.0,14.0,52.38,14.0
KA Knight,ODI,2,102,115,3,49,3,0,17.0,6.76,38.33,48.04,34.0
F Behardien,T20I,3,30,27,3,11,0,0,5.0,5.4,9.0,36.67,10.0
Arsalan Ahmed,T20I,3,42,67,3,21,0,0,7.0,9.57,22.33,50.0,14.0
K Santokie,IPL,2,48,91,3,16,3,0,8.0,11.38,30.33,33.33,16.0
Ansh Patel,ODI,2,84,87,3,48,4,0,14.0,6.21,29.0,57.14,28.0
T Shabani,T20I,4,66,32,3,46,3,0,11.0,2.91,10.67,69.7,22.0
J Byrappa,T20I,5,54,66,3,19,4,0,9.0,7.33,22.0,35.19,18.0
J Broad,T20I,6,69,94,3,25,4,0,11.5,8.17,31.33,36.23,23.0
TGJ Gruijters,T20I,5,72,76,3,38,1,0,12.0,6.33,25.33,52.78,24.0
T Natarajan,Test,1,238,125,3,185,0,8,39.7,3.15,41.67,77.73,79.33
T Munyonga,T20I,5,78,64,3,36,3,0,13.0,4.92,21.33,46.15,26.0
AJ Hall,T20I,2,48,61,3,18,1,0,8.0,7.62,20.33,37.5,16.0
T Mpatane,T20I,4,54,78,3,21,6,0,9.0,8.67,26.0,38.89,18.0
D Ahir,T20I,3,66,78,3,22,2,0,11.0,7.09,26.0,33.33,22.0
MDK Perera,T20I,3,60,74,3,25,1,0,10.0,7.4,24.67,41.67,20.0
GHS Garton,IPL,5,92,136,3,32,5,2,15.3,8.87,45.33,34.78,30.67
GH O'Brien,ODI,1,60,32,3,44,2,0,10.0,3.2,10.67,73.33,20.0
GG Banner,T20I,2,36,59,3,17,4,0,6.0,9.83,19.67,47.22,12.0
J Glasgow,ODI,8,205,208,3,106,10,1,34.2,6.09,69.33,51.71,68.33
T Yangchen,T20I,5,54,62,3,30,2,0,9.0,6.89,20.67,55.56,18.0
S Dhakal,T20I,6,120,162,3,35,2,0,20.0,8.1,54.0,29.17,40.0
ADL Stokoe,T20I,4,72,67,3,41,2,0,12.0,5.58,22.33,56.94,24.0
ME Violleau,T20I,12,130,177,3,36,13,4,21.7,8.17,59.0,27.69,43.33
J Hayes,Test,1,214,66,3,182,0,0,35.7,1.85,22.0,85.05,71.33
TM Head,IPL,6,58,113,3,9,0,0,9.7,11.69,37.67,15.52,19.33
J Baker,T20I,3,42,65,3,17,5,0,7.0,9.29,21.67,40.48,14.0
Itibarshah Deedar,T20I,6,103,147,3,35,7,1,17.2,8.56,49.0,33.98,34.33
Ashish Rana,T20I,2,30,29,3,14,2,0,5.0,5.8,9.67,46.67,10.0
Ashi Chopla,T20I,6,108,123,3,60,29,7,18.0,6.83,41.0,55.56,36.0
S Gajnabi,T20I,12,117,158,3,31,2,0,19.5,8.1,52.67,26.5,39.0
S Farooq,T20I,8,133,99,3,80,4,3,22.2,4.47,33.0,60.15,44.33
J Kila,T20I,9,105,99,3,46,3,3,17.5,5.66,33.0,43.81,35.0
J Hull,Test,1,102,95,3,61,2,0,17.0,5.59,31.67,59.8,34.0
J Hill,T20I,2,36,50,3,11,1,0,6.0,8.33,16.67,30.56,12.0
Chayanisa Phengpaen,T20I,4,53,52,3,28,5,0,8.8,5.89,17.33,52.83,17.67
Mohamed Khan,T20I,4,36,41,3,15,0,0,6.0,6.83,13.67,41.67,12.0
T Shamsi,IPL,5,120,185,3,32,0,0,20.0,9.25,61.67,26.67,40.0
KJ Young,T20I,3,73,94,3,27,0,0,12.2,7.73,31.33,36.99,24.33
TLW Cooper,T20I,9,90,118,3,24,0,0,15.0,7.87,39.33,26.67,30.0
Mina Baek,T20I,2,49,45,3,20,2,1,8.2,5.51,15.0,40.82,16.33
Mehrab Hossain jnr,ODI,6,187,155,3,73,1,0,31.2,4.97,51.67,39.04,62.33
Mehak Thakur,T20I,4,28,17,3,16,2,0,4.7,3.64,5.67,57.14,9.33
AB de Villiers,Test,5,204,108,3,144,1,0,34.0,3.18,36.0,70.59,68.0
Irfan Khan,ODI,1,30,51,3,8,4,0,5.0,10.2,17.0,26.67,10.0
Iqbal Hossain,T20I,2,30,31,3,9,1,0,5.0,6.2,10.33,30.0,10.0
Renuka Singh,Test,3,301,195,3,219,0,1,50.2,3.89,65.0,72.76,100.33
Razaullah,PSL,2,40,85,3,12,5,0,6.7,12.75,28.33,30.0,13.33
C Pervez,T20I,3,42,50,3,24,1,0,7.0,7.14,16.67,57.14,14.0
NM Meepage,T20I,4,66,110,3,19,1,0,11.0,10.0,36.67,28.79,22.0
EM Sampson,Test,1,267,93,3,217,0,0,44.5,2.09,31.0,81.27,89.0
EL Lamb,ODI,6,126,116,3,54,2,0,21.0,5.52,38.67,42.86,42.0
